state,year,own_proxy
Wisconsin,2014,0.3713947045886695
Wyoming,2014,0.6147937160610794
Alabama,2015,0.5172729333668575
Alaska,2015,0.5993550261082408
Arizona,2015,0.4162142130823541
Arkansas,2015,0.5956218901038711
California,2015,0.2959666018400132
Colorado,2015,0.4008405244603508
Connecticut,2015,0.27214179317068843
Delaware,2015,0.24670342212717927
Florida,2015,0.35430166711833766
Georgia,2015,0.4727030830620441
Hawaii,2015,0.16202295102274597
Idaho,2015,0.6747300651958108
Illinois,2015,0.2785154669102028
Indiana,2015,0.3907865998117682
Iowa,2015,0.4082904222665967
Kansas,2015,0.4707791891509001
Kentucky,2015,0.5098621016115399
Louisiana,2015,0.5091854300516305
Maine,2015,0.5389350048910014
Maryland,2015,0.3642158688687859
Massachusetts,2015,0.18103562292948155
Michigan,2015,0.45228524262156133
Minnesota,2015,0.41070668124278564
Mississippi,2015,0.6056367486200137
Missouri,2015,0.4815337920285051
Montana,2015,0.7352298839538733
Nebraska,2015,0.4653099189694885
Nevada,2015,0.42658555020895916
New Hampshire,2015,0.3767176099288509
New Jersey,2015,0.18915939652442695
New Mexico,2015,0.4594166942412137
New York,2015,0.22390277256969193
North Carolina,2015,0.46107772491362975
North Dakota,2015,0.42731724214369543
Ohio,2015,0.3913934797702878
Oklahoma,2015,0.48424499188841935
Oregon,2015,0.4572173699482199
Pennsylvania,2015,0.40687978384936035
Rhode Island,2015,0.1888914268689431
South Carolina,2015,0.463141769044362
South Dakota,2015,0.5781229590293187
Tennessee,2015,0.5529982197839786
Texas,2015,0.46192471721510514
Utah,2015,0.5112247109758047
Vermont,2015,0.6056084016313013
Virginia,2015,0.45684169523588986
Washington,2015,0.3715932534872002
West Virginia,2015,0.5816213037604002
Wisconsin,2015,0.4917745741578735
Wyoming,2015,0.8168068413863603
Alabama,2016,0.5135241925121692
Alaska,2016,0.47915044179900484
Arizona,2016,0.35749821793212
Arkansas,2016,0.4452552267688815
California,2016,0.19348922675301858
Colorado,2016,0.33642603598249116
Connecticut,2016,0.1397421559093399
Delaware,2016,0.31339213944960337
Florida,2016,0.2943133909949753
Georgia,2016,0.40312493901490165
Hawaii,2016,0.09543030474010747
Idaho,2016,0.5123239000268284
Illinois,2016,0.20400062085488244
Indiana,2016,0.35595357633097763
Iowa,2016,0.34430273123189137
Kansas,2016,0.3587093151045135
Kentucky,2016,0.44831607499279336
Louisiana,2016,0.4487060114620449
Maine,2016,0.3947133305923949
Maryland,2016,0.24402109598713564
Massachusetts,2016,0.10201682525251984
Michigan,2016,0.3641772879756855
Minnesota,2016,0.3447475594192786
Mississippi,2016,0.5022293826311469
Missouri,2016,0.400358676850004
Montana,2016,0.5786236967685797
Nebraska,2016,0.34923433738113707
Nevada,2016,0.29860094298940615
New Hampshire,2016,0.3159778010584822
New Jersey,2016,0.12308092944812576
New Mexico,2016,0.32729376551003825
New York,2016,0.16556264200782933
North Carolina,2016,0.3719244111589192
North Dakota,2016,0.49820103450424874
Ohio,2016,0.3291179632112914
Oklahoma,2016,0.46409480758726845
Oregon,2016,0.3552732922054265
Pennsylvania,2016,0.34390191667292036
Rhode Island,2016,0.13635911113468688
South Carolina,2016,0.4007532985344945
South Dakota,2016,0.5595807698982763
Tennessee,2016,0.4514562587623781
Texas,2016,0.3593183073127043
Utah,2016,0.34824757385226035
Vermont,2016,0.4414522728124212
Virginia,2016,0.3482039541389221
Washington,2016,0.2621119054258123
West Virginia,2016,0.49164212047526773
Wisconsin,2016,0.4151218840675759
Wyoming,2016,0.5778998545993748
